Year,Office,County,Party,Votes,Percent,GEOID20,
2020,State Senator,Bedford,Democratic,4391,16.15,42009,
2020,State Senator,Berks,Democratic,66605,41.50,42011,
2020,State Senator,Blair,Democratic,,,42013,
2020,State Senator,Bradford,Democratic,7165,24.27,42015,
2020,State Senator,Bucks,Democratic,,,42017,
2020,State Senator,Butler,Democratic,34231,30.92,42019,
2020,State Senator,Cambria,Democratic,21514,30.77,42021,
2020,State Senator,Cameron,Democratic,684,28.36,42023,
2020,State Senator,Carbon,Democratic,,,42025,
2020,State Senator,Centre,Democratic,,,42027,
2020,State Senator,Chester,Democratic,118315,55.56,42029,
2020,State Senator,Clarion,Democratic,4236,22.03,42031,
2020,State Senator,Clearfield,Democratic,9957,25.74,42033,
2020,State Senator,Clinton,Democratic,5662,32.56,42035,
2020,State Senator,Columbia,Democratic,8792,28.50,42037,
2020,State Senator,Crawford,Democratic,,,42039,
2020,State Senator,Cumberland,Democratic,51672,42.48,42041,
2020,State Senator,Dauphin,Democratic,60370,53.40,42043,
2020,State Senator,Delaware,Democratic,82196,55.98,42045,
2020,State Senator,Elk,Democratic,4952,29.66,42047,
2020,State Senator,Erie,Democratic,46867,40.19,42049,
2020,State Senator,Fayette,Democratic,,,42051,
2020,State Senator,Forest,Democratic,663,25.32,42053,
2020,State Senator,Franklin,Democratic,17086,29.87,42055,
2020,State Senator,Fulton,Democratic,,,42057,
2020,State Senator,Greene,Democratic,,,42059,
2020,State Senator,Huntingdon,Democratic,,,42061,
2020,State Senator,Indiana,Democratic,11708,28.83,42063,
2020,State Senator,Jefferson,Democratic,4031,17.74,42065,
2020,State Senator,Juniata,Democratic,,,42067,
2020,State Senator,Lackawanna,Democratic,,,42069,
2020,State Senator,Lancaster,Democratic,58419,44.38,42071,
2020,State Senator,Lawrence,Democratic,14418,31.97,42073,
2020,State Senator,Lebanon,Democratic,,,42075,
2020,State Senator,Lehigh,Democratic,,,42077,
2020,State Senator,Luzerne,Democratic,3994,26.82,42079,
2020,State Senator,Lycoming,Democratic,15125,25.90,42081,
2020,State Senator,McKean,Democratic,5326,27.74,42083,
2020,State Senator,Mercer,Democratic,,,42085,
2020,State Senator,Mifflin,Democratic,,,42087,
2020,State Senator,Monroe,Democratic,,,42089,
2020,State Senator,Montgomery,Democratic,102871,74.49,42091,
2020,State Senator,Montour,Democratic,3222,33.53,42093,
2020,State Senator,Northampton,Democratic,,,42095,
2020,State Senator,Northumberland,Democratic,11505,27.73,42097,
2020,State Senator,Perry,Democratic,6075,24.95,42099,
2020,State Senator,Philadelphia,Democratic,371117,100.00,42101,
2020,State Senator,Pike,Democratic,,,42103,
2020,State Senator,Potter,Democratic,1799,20.18,42105,
2020,State Senator,Schuylkill,Democratic,,0.00,42107,
2020,State Senator,Snyder,Democratic,4466,23.81,42109,
2020,State Senator,Somerset,Democratic,,,42111,
2020,State Senator,Sullivan,Democratic,810,23.00,42113,
2020,State Senator,Susquehanna,Democratic,2086,26.84,42115,
2020,State Senator,Tioga,Democratic,5022,24.25,42117,
2020,State Senator,Union,Democratic,6894,34.73,42119,
2020,State Senator,Venango,Democratic,6099,23.19,42121,
2020,State Senator,Warren,Democratic,5255,28.52,42123,
2020,State Senator,Washington,Democratic,5274,34.79,42125,
2020,State Senator,Wayne,Democratic,,,42127,
2020,State Senator,Westmoreland,Democratic,61131,33.20,42129,
2020,State Senator,Wyoming,Democratic,,,42131,
2020,State Senator,York,Democratic,19228,30.84,42133,
2020,Treasurer,Adams,Democratic,16418,29.48,42001,
2020,Treasurer,Allegheny,Democratic,404851,57.46,42003,
2020,Treasurer,Armstrong,Democratic,8745,24.37,42005,
2020,Treasurer,Beaver,Democratic,38202,41.08,42007,
2020,Treasurer,Bedford,Democratic,4348,16.01,42009,
2020,Treasurer,Berks,Democratic,88434,43.87,42011,
2020,Treasurer,Blair,Democratic,16593,26.36,42013,
2020,Treasurer,Bradford,Democratic,6465,21.87,42015,
2020,Treasurer,Bucks,Democratic,191228,49.10,42017,
2020,Treasurer,Butler,Democratic,34085,30.98,42019,
2020,Treasurer,Cambria,Democratic,23928,34.42,42021,
2020,Treasurer,Cameron,Democratic,611,25.44,42023,
2020,Treasurer,Carbon,Democratic,11006,33.54,42025,
2020,Treasurer,Centre,Democratic,36802,48.33,42027,
2020,Treasurer,Chester,Democratic,162895,52.52,42029,
2020,Treasurer,Clarion,Democratic,4567,23.81,42031,
2020,Treasurer,Clearfield,Democratic,10078,25.92,42033,
2020,Treasurer,Clinton,Democratic,5481,31.53,42035,
2020,Treasurer,Columbia,Democratic,11392,37.09,42037,
2020,Treasurer,Crawford,Democratic,12267,29.82,42039,
2020,Treasurer,Cumberland,Democratic,55547,39.86,42041,
2020,Treasurer,Dauphin,Democratic,72374,50.36,42043,
2020,Treasurer,Delaware,Democratic,189646,58.87,42045,
2020,Treasurer,Elk,Democratic,4728,28.37,42047,
2020,Treasurer,Erie,Democratic,64394,48.48,42049,
2020,Treasurer,Fayette,Democratic,21509,35.75,42051,
2020,Treasurer,Forest,Democratic,699,26.85,42053,
2020,Treasurer,Franklin,Democratic,20087,25.39,42055,
2020,Treasurer,Fulton,Democratic,1040,13.40,42057,
2020,Treasurer,Greene,Democratic,5414,31.69,42059,
2020,Treasurer,Huntingdon,Democratic,5161,23.03,42061,
2020,Treasurer,Indiana,Democratic,12843,31.60,42063,
2020,Treasurer,Jefferson,Democratic,4552,19.94,42065,
2020,Treasurer,Juniata,Democratic,2232,18.95,42067,
2020,Treasurer,Lackawanna,Democratic,61015,54.72,42069,
2020,Treasurer,Lancaster,Democratic,101668,37.06,42071,
2020,Treasurer,Lawrence,Democratic,16631,36.93,42073,
2020,Treasurer,Lebanon,Democratic,21668,30.86,42075,
2020,Treasurer,Lehigh,Democratic,91435,50.77,42077,
2020,Treasurer,Luzerne,Democratic,65889,44.51,42079,
2020,Treasurer,Lycoming,Democratic,15913,27.26,42081,
2020,Treasurer,McKean,Democratic,4539,23.79,42083,
2020,Treasurer,Mercer,Democratic,19931,35.11,42085,
2020,Treasurer,Mifflin,Democratic,4368,20.71,42087,
2020,Treasurer,Monroe,Democratic,40868,50.72,42089,
2020,Treasurer,Montgomery,Democratic,296701,59.07,42091,
2020,Treasurer,Montour,Democratic,3558,36.98,42093,
2020,Treasurer,Northampton,Democratic,78968,48.16,42095,
2020,Treasurer,Northumberland,Democratic,12340,29.41,42097,
2020,Treasurer,Perry,Democratic,5436,22.39,42099,
2020,Treasurer,Philadelphia,Democratic,561100,79.62,42101,
2020,Treasurer,Pike,Democratic,11936,37.35,42103,
2020,Treasurer,Potter,Democratic,1495,16.84,42105,
2020,Treasurer,Schuylkill,Democratic,20642,29.75,42107,
2020,Treasurer,Snyder,Democratic,4412,23.51,42109,
2020,Treasurer,Somerset,Democratic,9041,22.54,42111,
2020,Treasurer,Sullivan,Democratic,883,25.13,42113,
2020,Treasurer,Susquehanna,Democratic,5692,26.64,42115,
2020,Treasurer,Tioga,Democratic,4251,20.56,42117,
2020,Treasurer,Union,Democratic,6762,34.05,42119,
2020,Treasurer,Venango,Democratic,7026,26.97,42121,
2020,Treasurer,Warren,Democratic,5680,28.17,42123,
2020,Treasurer,Washington,Democratic,44441,38.12,42125,
2020,Treasurer,Wayne,Democratic,8347,30.44,42127,
2020,Treasurer,Westmoreland,Democratic,71978,35.58,42129,
2020,Treasurer,Wyoming,Democratic,4268,29.42,42131,
2020,Treasurer,York,Democratic,79196,33.72,42133,
2020,US Congress,Adams,Democratic,17392,31.19,42001,
2020,US Congress,Allegheny,Democratic,443558,62.26,42003,
2020,US Congress,Armstrong,Democratic,8629,24.26,42005,
2020,US Congress,Beaver,Democratic,39498,42.03,42007,
2020,US Congress,Bedford,Democratic,4234,15.49,42009,
2020,US Congress,Berks,Democratic,93639,46.26,42011,
2020,US Congress,Blair,Democratic,16243,25.71,42013,
2020,US Congress,Bradford,Democratic,7279,24.68,42015,
2020,US Congress,Bucks,Democratic,167513,42.65,42017,
2020,US Congress,Butler,Democratic,35629,31.84,42019,
2020,US Congress,Cambria,Democratic,22314,31.98,42021,
2020,US Congress,Cameron,Democratic,556,23.00,42023,
2020,US Congress,Carbon,Democratic,10768,32.64,42025,
2020,US Congress,Centre,Democratic,36988,48.30,42027,
2020,US Congress,Chester,Democratic,175681,56.20,42029,
2020,US Congress,Clarion,Democratic,4251,22.01,42031,
2020,US Congress,Clearfield,Democratic,8959,22.98,42033,
2020,US Congress,Clinton,Democratic,5296,30.54,42035,
2020,US Congress,Columbia,Democratic,9861,32.06,42037,
2020,US Congress,Crawford,Democratic,12797,33.52,42039,
2020,US Congress,Cumberland,Democratic,58926,42.02,42041,
2020,US Congress,Dauphin,Democratic,75460,52.21,42043,
2020,US Congress,Delaware,Democratic,201405,62.22,42045,
2020,US Congress,Elk,Democratic,4155,24.81,42047,
2020,US Congress,Erie,Democratic,68424,51.06,42049,
2020,US Congress,Fayette,Democratic,20712,34.27,42051,
2020,US Congress,Forest,Democratic,684,26.13,42053,
2020,US Congress,Franklin,Democratic,21253,26.74,42055,
2020,US Congress,Fulton,Democratic,1055,13.46,42057,
2020,US Congress,Greene,Democratic,5246,30.55,42059,
2020,US Congress,Huntingdon,Democratic,5226,23.35,42061,
2020,US Congress,Indiana,Democratic,12446,30.73,42063,
2020,US Congress,Jefferson,Democratic,4118,18.21,42065,
2020,US Congress,Juniata,Democratic,2104,17.73,42067,
2020,US Congress,Lackawanna,Democratic,66974,58.76,42069,
2020,US Congress,Lancaster,Democratic,109807,39.60,42071,
2020,US Congress,Lawrence,Democratic,16484,36.26,42073,
2020,US Congress,Lebanon,Democratic,22606,32.10,42075,
2020,US Congress,Lehigh,Democratic,96835,53.19,42077,
2020,US Congress,Luzerne,Democratic,66473,47.23,42079,
2020,US Congress,Lycoming,Democratic,15624,26.70,42081,
2020,US Congress,McKean,Democratic,4541,23.61,42083,
2020,US Congress,Mercer,Democratic,20804,36.24,42085,
2020,US Congress,Mifflin,Democratic,4313,20.40,42087,
2020,US Congress,Monroe,Democratic,44122,54.34,42089,
2020,US Congress,Montgomery,Democratic,302656,59.92,42091,
2020,US Congress,Montour,Democratic,3378,34.97,42093,
2020,US Congress,Northampton,Democratic,83100,49.84,42095,
2020,US Congress,Northumberland,Democratic,11705,28.04,42097,
2020,US Congress,Perry,Democratic,5255,21.63,42099,
2020,US Congress,Philadelphia,Democratic,572950,82.55,42101,
2020,US Congress,Pike,Democratic,13317,41.44,42103,
2020,US Congress,Potter,Democratic,1649,18.44,42105,
2020,US Congress,Schuylkill,Democratic,20960,30.14,42107,
2020,US Congress,Snyder,Democratic,4134,21.77,42109,
2020,US Congress,Somerset,Democratic,8843,21.96,42111,
2020,US Congress,Sullivan,Democratic,891,25.27,42113,
2020,US Congress,Susquehanna,Democratic,5849,27.25,42115,
2020,US Congress,Tioga,Democratic,4625,22.39,42117,
2020,US Congress,Union,Democratic,6699,33.64,42119,
2020,US Congress,Venango,Democratic,6974,26.59,42121,
2020,US Congress,Warren,Democratic,5650,27.87,42123,
2020,US Congress,Washington,Democratic,43182,36.91,42125,
2020,US Congress,Wayne,Democratic,9879,35.58,42127,
2020,US Congress,Westmoreland,Democratic,69799,34.53,42129,
2020,US Congress,Wyoming,Democratic,4272,29.34,42131,
2020,US Congress,York,Democratic,86525,36.68,42133,
2020,US President,Adams,Democratic,18260,32.24,42001,
2020,US President,Allegheny,Democratic,430212,59.62,42003,
2020,US President,Armstrong,Democratic,8457,23.25,42005,
2020,US President,Beaver,Democratic,38122,40.50,42007,
2020,US President,Bedford,Democratic,4367,15.84,42009,
2020,US President,Berks,Democratic,92895,45.20,42011,
2020,US President,Blair,Democratic,17636,27.73,42013,
2020,US President,Bradford,Democratic,8046,26.68,42015,
2020,US President,Bucks,Democratic,204712,51.66,42017,
2020,US President,Butler,Democratic,37508,33.10,42019,
2020,US President,Cambria,Democratic,21730,30.79,42021,
2020,US President,Cameron,Democratic,634,26.05,42023,
2020,US President,Carbon,Democratic,11212,33.34,42025,
2020,US President,Centre,Democratic,40055,51.69,42027,
2020,US President,Chester,Democratic,182372,57.99,42029,
2020,US President,Clarion,Democratic,4678,24.00,42031,
2020,US President,Clearfield,Democratic,9673,24.54,42033,
2020,US President,Clinton,Democratic,5502,31.22,42035,
2020,US President,Columbia,Democratic,10532,33.79,42037,
2020,US President,Crawford,Democratic,12924,30.77,42039,
2020,US President,Cumberland,Democratic,62245,43.96,42041,
2020,US President,Dauphin,Democratic,78983,53.60,42043,
2020,US President,Delaware,Democratic,206637,62.90,42045,
2020,US President,Elk,Democratic,4522,26.75,42047,
2020,US President,Erie,Democratic,68286,49.81,42049,
2020,US President,Fayette,Democratic,20454,32.90,42051,
2020,US President,Forest,Democratic,728,27.51,42053,
2020,US President,Franklin,Democratic,22422,27.76,42055,
2020,US President,Fulton,Democratic,1085,13.60,42057,
2020,US President,Greene,Democratic,4911,27.79,42059,
2020,US President,Huntingdon,Democratic,5445,23.89,42061,
2020,US President,Indiana,Democratic,12634,30.67,42063,
2020,US President,Jefferson,Democratic,4527,19.83,42065,
2020,US President,Juniata,Democratic,2253,18.71,42067,
2020,US President,Lackawanna,Democratic,61991,53.71,42069,
2020,US President,Lancaster,Democratic,115847,41.34,42071,
2020,US President,Lawrence,Democratic,15978,34.68,42073,
2020,US President,Lebanon,Democratic,23932,33.40,42075,
2020,US President,Lehigh,Democratic,98288,53.21,42077,
2020,US President,Luzerne,Democratic,64873,42.31,42079,
2020,US President,Lycoming,Democratic,16971,28.64,42081,
2020,US President,McKean,Democratic,5098,26.19,42083,
2020,US President,Mercer,Democratic,21067,36.35,42085,
2020,US President,Mifflin,Democratic,4603,21.41,42087,
2020,US President,Monroe,Democratic,43329,52.53,42089,
2020,US President,Montgomery,Democratic,319511,62.61,42091,
2020,US President,Montour,Democratic,3771,38.59,42093,
2020,US President,Northampton,Democratic,85077,49.77,42095,
2020,US President,Northumberland,Democratic,12752,29.88,42097,
2020,US President,Perry,Democratic,5950,24.14,42099,
2020,US President,Philadelphia,Democratic,601779,81.41,42101,
2020,US President,Pike,Democratic,13019,39.99,42103,
2020,US President,Potter,Democratic,1726,19.04,42105,
2020,US President,Schuylkill,Democratic,20727,29.36,42107,
2020,US President,Snyder,Democratic,4910,25.65,42109,
2020,US President,Somerset,Democratic,8654,21.35,42111,
2020,US President,Sullivan,Democratic,921,25.62,42113,
2020,US President,Susquehanna,Democratic,6236,28.67,42115,
2020,US President,Tioga,Democratic,4955,23.51,42117,
2020,US President,Union,Democratic,7475,37.16,42119,
2020,US President,Venango,Democratic,7585,28.59,42121,
2020,US President,Warren,Democratic,6066,29.38,42123,
2020,US President,Washington,Democratic,45088,38.06,42125,
2020,US President,Wayne,Democratic,9191,32.72,42127,
2020,US President,Westmoreland,Democratic,72486,35.19,42129,
2020,US President,Wyoming,Democratic,4704,31.66,42131,
2020,US President,York,Democratic,88114,36.95,42133,
2020,Attorney General,Adams,Green,518,0.93,42001,
2020,Attorney General,Allegheny,Green,9242,1.29,42003,
2020,Attorney General,Armstrong,Green,242,0.67,42005,
2020,Attorney General,Beaver,Green,897,0.96,42007,
2020,Attorney General,Bedford,Green,134,0.49,42009,
2020,Attorney General,Berks,Green,2322,1.15,42011,
2020,Attorney General,Blair,Green,583,0.92,42013,
2020,Attorney General,Bradford,Green,286,0.97,42015,
2020,Attorney General,Bucks,Green,3509,0.90,42017,
2020,Attorney General,Butler,Green,863,0.77,42019,
2020,Attorney General,Cambria,Green,521,0.74,42021,
2020,Attorney General,Cameron,Green,18,0.75,42023,
2020,Attorney General,Carbon,Green,292,0.88,42025,
2020,Attorney General,Centre,Green,977,1.27,42027,
2020,Attorney General,Chester,Green,2948,0.95,42029,
2020,Attorney General,Clarion,Green,138,0.71,42031,
2020,Attorney General,Clearfield,Green,269,0.69,42033,
2020,Attorney General,Clinton,Green,137,0.79,42035,
2020,Attorney General,Columbia,Green,359,1.17,42037,
2020,Attorney General,Crawford,Green,426,1.03,42039,
2020,Attorney General,Cumberland,Green,1297,0.93,42041,
2020,Attorney General,Dauphin,Green,1651,1.14,42043,
2020,Attorney General,Delaware,Green,2667,0.82,42045,
2020,Attorney General,Elk,Green,134,0.80,42047,
2020,Attorney General,Erie,Green,1762,1.32,42049,
2020,Attorney General,Fayette,Green,415,0.68,42051,
2020,Attorney General,Forest,Green,26,0.99,42053,
2020,Attorney General,Franklin,Green,706,0.89,42055,
2020,Attorney General,Fulton,Green,37,0.47,42057,
2020,Attorney General,Greene,Green,198,1.15,42059,
2020,Attorney General,Huntingdon,Green,156,0.69,42061,
2020,Attorney General,Indiana,Green,344,0.84,42063,
2020,Attorney General,Jefferson,Green,145,0.64,42065,
2020,Attorney General,Juniata,Green,81,0.68,42067,
2020,Attorney General,Lackawanna,Green,1202,1.06,42069,
2020,Attorney General,Lancaster,Green,2386,0.86,42071,
2020,Attorney General,Lawrence,Green,383,0.85,42073,
2020,Attorney General,Lebanon,Green,650,0.92,42075,
2020,Attorney General,Lehigh,Green,2063,1.14,42077,
2020,Attorney General,Luzerne,Green,1388,0.92,42079,
2020,Attorney General,Lycoming,Green,508,0.86,42081,
2020,Attorney General,McKean,Green,182,0.95,42083,
2020,Attorney General,Mercer,Green,522,0.92,42085,
2020,Attorney General,Mifflin,Green,148,0.70,42087,
2020,Attorney General,Monroe,Green,988,1.22,42089,
2020,Attorney General,Montgomery,Green,4970,0.99,42091,
2020,Attorney General,Montour,Green,99,1.02,42093,
2020,Attorney General,Northampton,Green,1842,1.11,42095,
2020,Attorney General,Northumberland,Green,513,1.22,42097,
2020,Attorney General,Perry,Green,230,0.94,42099,
2020,Attorney General,Philadelphia,Green,10700,1.51,42101,
2020,Attorney General,Pike,Green,366,1.14,42103,
2020,Attorney General,Potter,Green,70,0.78,42105,
2020,Attorney General,Schuylkill,Green,770,1.10,42107,
2020,Attorney General,Snyder,Green,161,0.85,42109,
2020,Attorney General,Somerset,Green,252,0.63,42111,
2020,Attorney General,Sullivan,Green,24,0.68,42113,
2020,Attorney General,Susquehanna,Green,213,0.99,42115,
2020,Attorney General,Tioga,Green,202,0.97,42117,
2020,Attorney General,Union,Green,216,1.09,42119,
2020,Attorney General,Venango,Green,242,0.92,42121,
2020,Attorney General,Warren,Green,246,1.22,42123,
2020,Attorney General,Washington,Green,905,0.77,42125,
2020,Attorney General,Wayne,Green,264,0.96,42127,
2020,Attorney General,Westmoreland,Green,1436,0.70,42129,
2020,Attorney General,Wyoming,Green,163,1.11,42131,
2020,Attorney General,York,Green,2033,0.86,42133,
2020,Auditor,Adams,Green,609,1.10,42001,
2020,Auditor,Allegheny,Green,9976,1.41,42003,
2020,Auditor,Armstrong,Green,277,0.77,42005,
2020,Auditor,Beaver,Green,1093,1.18,42007,
2020,Auditor,Bedford,Green,169,0.62,42009,
2020,Auditor,Berks,Green,2693,1.34,42011,
2020,Auditor,Blair,Green,623,0.99,42013,
2020,Auditor,Bradford,Green,319,1.09,42015,
2020,Auditor,Bucks,Green,3857,0.99,42017,
2020,Auditor,Butler,Green,1017,0.92,42019,
2020,Auditor,Cambria,Green,665,0.96,42021,
2020,Auditor,Cameron,Green,43,1.80,42023,
2020,Auditor,Carbon,Green,316,0.96,42025,
2020,Auditor,Centre,Green,1012,1.33,42027,
2020,Auditor,Chester,Green,3494,1.12,42029,
2020,Auditor,Clarion,Green,159,0.83,42031,
2020,Auditor,Clearfield,Green,319,0.82,42033,
2020,Auditor,Clinton,Green,155,0.89,42035,
2020,Auditor,Columbia,Green,391,1.29,42037,
2020,Auditor,Crawford,Green,489,1.19,42039,
2020,Auditor,Cumberland,Green,1539,1.10,42041,
2020,Auditor,Dauphin,Green,1851,1.29,42043,
2020,Auditor,Delaware,Green,3244,1.01,42045,
2020,Auditor,Elk,Green,163,0.98,42047,
2020,Auditor,Erie,Green,1695,1.28,42049,
2020,Auditor,Fayette,Green,448,0.74,42051,
2020,Auditor,Forest,Green,33,1.27,42053,
2020,Auditor,Franklin,Green,784,0.99,42055,
2020,Auditor,Fulton,Green,49,0.63,42057,
2020,Auditor,Greene,Green,214,1.26,42059,
2020,Auditor,Huntingdon,Green,210,0.94,42061,
2020,Auditor,Indiana,Green,383,0.95,42063,
2020,Auditor,Jefferson,Green,161,0.72,42065,
2020,Auditor,Juniata,Green,98,0.83,42067,
2020,Auditor,Lackawanna,Green,1529,1.38,42069,
2020,Auditor,Lancaster,Green,2737,1.00,42071,
2020,Auditor,Lawrence,Green,473,1.05,42073,
2020,Auditor,Lebanon,Green,736,1.05,42075,
2020,Auditor,Lehigh,Green,2262,1.26,42077,
2020,Auditor,Luzerne,Green,1668,1.13,42079,
2020,Auditor,Lycoming,Green,543,0.93,42081,
2020,Auditor,McKean,Green,190,1.00,42083,
2020,Auditor,Mercer,Green,617,1.09,42085,
2020,Auditor,Mifflin,Green,181,0.86,42087,
2020,Auditor,Monroe,Green,1114,1.38,42089,
2020,Auditor,Montgomery,Green,6235,1.25,42091,
2020,Auditor,Montour,Green,95,0.99,42093,
2020,Auditor,Northampton,Green,1848,1.14,42095,
2020,Auditor,Northumberland,Green,532,1.27,42097,
2020,Auditor,Perry,Green,243,1.00,42099,
2020,Auditor,Philadelphia,Green,9962,1.42,42101,
2020,Auditor,Pike,Green,421,1.32,42103,
2020,Auditor,Potter,Green,74,0.84,42105,
2020,Auditor,Schuylkill,Green,790,1.14,42107,
2020,Auditor,Snyder,Green,166,0.89,42109,
2020,Auditor,Somerset,Green,327,0.82,42111,
2020,Auditor,Sullivan,Green,32,0.92,42113,
2020,Auditor,Susquehanna,Green,265,1.25,42115,
2020,Auditor,Tioga,Green,220,1.07,42117,
2020,Auditor,Union,Green,212,1.07,42119,
2020,Auditor,Venango,Green,288,1.10,42121,
2020,Auditor,Warren,Green,288,1.44,42123,
2020,Auditor,Washington,Green,1109,0.95,42125,
2020,Auditor,Wayne,Green,333,1.22,42127,
2020,Auditor,Westmoreland,Green,1765,0.87,42129,
2020,Auditor,Wyoming,Green,206,1.42,42131,
2020,Auditor,York,Green,2385,1.02,42133,
2020,State House Representative,Adams,Green,,0.00,42001,
2020,State House Representative,Allegheny,Green,4197,0.63,42003,
2020,State House Representative,Armstrong,Green,,0.00,42005,
2020,State House Representative,Beaver,Green,,0.00,42007,
2020,State House Representative,Bedford,Green,,0.00,42009,
2020,State House Representative,Berks,Green,,0.00,42011,
2020,State House Representative,Blair,Green,,0.00,42013,
2020,State House Representative,Bradford,Green,,0.00,42015,
2020,State House Representative,Bucks,Green,,0.00,42017,
2020,State House Representative,Butler,Green,479,0.44,42019,
2020,State House Representative,Cambria,Green,,0.00,42021,
2020,State House Representative,Cameron,Green,,0.00,42023,
2020,State House Representative,Carbon,Green,,0.00,42025,
2020,State House Representative,Centre,Green,,0.00,42027,
2020,State House Representative,Chester,Green,,0.00,42029,
2020,State House Representative,Clarion,Green,,0.00,42031,
2020,State House Representative,Clearfield,Green,,0.00,42033,
2020,State House Representative,Clinton,Green,,0.00,42035,
2020,State House Representative,Columbia,Green,,0.00,42037,
2020,State House Representative,Crawford,Green,,0.00,42039,
2020,State House Representative,Cumberland,Green,,0.00,42041,
2020,State House Representative,Dauphin,Green,,0.00,42043,
2020,State House Representative,Delaware,Green,,0.00,42045,
2020,State House Representative,Elk,Green,,0.00,42047,
2020,State House Representative,Erie,Green,,0.00,42049,
2020,State House Representative,Fayette,Green,,0.00,42051,
2020,State House Representative,Forest,Green,,0.00,42053,
2020,State House Representative,Franklin,Green,,0.00,42055,
2020,State House Representative,Fulton,Green,,0.00,42057,
2020,State House Representative,Greene,Green,,0.00,42059,
2020,State House Representative,Huntingdon,Green,,0.00,42061,
2020,State House Representative,Indiana,Green,,0.00,42063,
2020,State House Representative,Jefferson,Green,,0.00,42065,
2020,State House Representative,Juniata,Green,,0.00,42067,
2020,State House Representative,Lackawanna,Green,,0.00,42069,
2020,State House Representative,Lancaster,Green,,0.00,42071,
2020,State House Representative,Lawrence,Green,,0.00,42073,
2020,State House Representative,Lebanon,Green,,0.00,42075,
2020,State House Representative,Lehigh,Green,,0.00,42077,
2020,State House Representative,Luzerne,Green,,0.00,42079,
2020,State House Representative,Lycoming,Green,,0.00,42081,
2020,State House Representative,McKean,Green,,0.00,42083,
2020,State House Representative,Mercer,Green,,0.00,42085,
2020,State House Representative,Mifflin,Green,,0.00,42087,
2020,State House Representative,Monroe,Green,,0.00,42089,
2020,State House Representative,Montgomery,Green,,0.00,42091,
2020,State House Representative,Montour,Green,,0.00,42093,
2020,State House Representative,Northampton,Green,,0.00,42095,
2020,State House Representative,Northumberland,Green,,0.00,42097,
2020,State House Representative,Perry,Green,,0.00,42099,
2020,State House Representative,Philadelphia,Green,,0.00,42101,
2020,State House Representative,Pike,Green,,0.00,42103,
2020,State House Representative,Potter,Green,,0.00,42105,
2020,State House Representative,Schuylkill,Green,,0.00,42107,
2020,State House Representative,Snyder,Green,,0.00,42109,
2020,State House Representative,Somerset,Green,,0.00,42111,
2020,State House Representative,Sullivan,Green,,0.00,42113,
2020,State House Representative,Susquehanna,Green,,0.00,42115,
2020,State House Representative,Tioga,Green,,0.00,42117,
2020,State House Representative,Union,Green,,0.00,42119,
2020,State House Representative,Venango,Green,5105,19.81,42121,
2020,State House Representative,Warren,Green,,0.00,42123,
2020,State House Representative,Washington,Green,,0.00,42125,
2020,State House Representative,Wayne,Green,,0.00,42127,
2020,State House Representative,Westmoreland,Green,,0.00,42129,
2020,State House Representative,Wyoming,Green,,0.00,42131,
2020,State House Representative,York,Green,,0.00,42133,
2020,State Senator,Adams,Green,,0.00,42001,
2020,State Senator,Allegheny,Green,,0.00,42003,
2020,State Senator,Armstrong,Green,,0.00,42005,
2020,State Senator,Beaver,Green,,0.00,42007,
2020,State Senator,Bedford,Green,,0.00,42009,
2020,State Senator,Berks,Green,,0.00,42011,
2020,State Senator,Blair,Green,,,42013,
2020,State Senator,Bradford,Green,,0.00,42015,
2020,State Senator,Bucks,Green,,,42017,
2020,State Senator,Butler,Green,,0.00,42019,
2020,State Senator,Cambria,Green,,0.00,42021,
2020,State Senator,Cameron,Green,,0.00,42023,
2020,State Senator,Carbon,Green,,,42025,
2020,State Senator,Centre,Green,,,42027,
2020,State Senator,Chester,Green,,0.00,42029,
2020,State Senator,Clarion,Green,,0.00,42031,
2020,State Senator,Clearfield,Green,,0.00,42033,
2020,State Senator,Clinton,Green,,0.00,42035,
2020,State Senator,Columbia,Green,,0.00,42037,
2020,State Senator,Crawford,Green,,,42039,
2020,State Senator,Cumberland,Green,,0.00,42041,
2020,State Senator,Dauphin,Green,,0.00,42043,
2020,State Senator,Delaware,Green,,0.00,42045,
2020,State Senator,Elk,Green,,0.00,42047,
2020,State Senator,Erie,Green,,0.00,42049,
2020,State Senator,Fayette,Green,,,42051,
2020,State Senator,Forest,Green,,0.00,42053,
2020,State Senator,Franklin,Green,,0.00,42055,
2020,State Senator,Fulton,Green,,,42057,
2020,State Senator,Greene,Green,,,42059,
2020,State Senator,Huntingdon,Green,,,42061,
2020,State Senator,Indiana,Green,,0.00,42063,
2020,State Senator,Jefferson,Green,,0.00,42065,
2020,State Senator,Juniata,Green,,,42067,
2020,State Senator,Lackawanna,Green,,,42069,
2020,State Senator,Lancaster,Green,,0.00,42071,
2020,State Senator,Lawrence,Green,,0.00,42073,
2020,State Senator,Lebanon,Green,,,42075,
2020,State Senator,Lehigh,Green,,,42077,
2020,State Senator,Luzerne,Green,,0.00,42079,
2020,State Senator,Lycoming,Green,,0.00,42081,
2020,State Senator,McKean,Green,,0.00,42083,
2020,State Senator,Mercer,Green,,,42085,
2020,State Senator,Mifflin,Green,,,42087,
2020,State Senator,Monroe,Green,,,42089,
2020,State Senator,Montgomery,Green,,0.00,42091,
